,위도,경도,사업장명,소재지전체주소,도로명전체주소,개업일자,영업상태명,약국영업면적,인허가구분명,지정일자,전화번호,상세영업상태명,구별
43,37.5705928,127.0002143,동시약국,서울특별시 종로구 종로4가 165번지 1호 동흥빌딩,서울특별시종로구종로202-1,19950120,운영중,55.0,약국,19950120.0,02-2268-4055,영업중,종로구
44,37.5883847,126.9956567,보성온누리약국,서울특별시 종로구 명륜1가 10-22,서울특별시종로구명륜길22,19730210,운영중,55.0,약국,19730210.0,02-762-6654,영업중,종로구
45,37.5732662,127.0058683,영화약국,서울특별시 종로구 종로6가 215-56,서울특별시종로구종로41길47,19940126,운영중,22.0,약국,19940126.0,02-764-4868,영업중,종로구
46,37.5695931,126.9976082,한일약국,서울특별시 종로구 예지동 166-1,서울특별시종로구창경궁로11길3,20030512,운영중,22.0,약국,20030512.0,02-2275-0024,영업중,종로구
47,37.5723555,126.9818018,푸른소나무약국,서울특별시 종로구 수송동 58번지 두산위브파빌리온 207호,서울특별시종로구삼봉로81,20081001,운영중,35.0,약국,20081001.0,02-2198-5333,영업중,종로구
48,37.5710807,126.9993067,종로약국,서울특별시 종로구 종로4가 8번지,서울특별시종로구종로195,20081211,운영중,45.0,약국,20081211.0,745-3184,영업중,종로구
49,37.5704805,127.0016353,새동서약국,서울특별시 종로구 종로5가 138번지 19호,서울특별시종로구동호로403,20081231,운영중,54.81,약국,20081231.0,02-2285-1055,영업중,종로구
50,37.5674562,126.9679567,건강한세상약국,서울특별시 종로구 평동 178 123층지하1층,서울특별시종로구새문안로21,20010329,운영중,121.0,약국,20010329.0,02-733-7870,영업중,종로구
51,37.5855243,127.0005841,성진약국,서울특별시 종로구 혜화동 114-2,서울특별시종로구창경궁로271-1,19730208,운영중,61.46,약국,19730208.0,02-762-2211,영업중,종로구
52,37.5724446,126.9832451,대도약국,서울특별시 종로구 견지동 109번지 1층,서울특별시종로구우정국로38-1,19900516,운영중,27.71,약국,19900516.0,02-737-4510,영업중,종로구
53,37.5781153,126.9874961,현대온누리약국,서울특별시 종로구 계동 140번지 2호 지하1층,서울특별시종로구율곡로75,20060925,운영중,19.24,약국,20060925.0,02-746-7750,영업중,종로구
54,37.5689137,126.9858978,신코아약국,서울특별시 종로구 관철동 12번지 13호 1층,서울특별시종로구종로12길23,20080731,운영중,16.5,약국,20080731.0,02-734-9020,영업중,종로구
55,37.5897738,126.9938297,청자약국,서울특별시 종로구 명륜동3가 1-119,서울특별시종로구명륜길70,19701023,운영중,19.0,약국,19701023.0,02-762-4933,영업중,종로구
56,37.5706935,127.0022143,유성약국,서울특별시 종로구 종로5가182-4,서울특별시종로구동호로408,20011023,운영중,67.0,약국,20011023.0,02-2263-9666,영업중,종로구
57,37.572261,127.0139678,보람약국,서울특별시 종로구 창신동 330-2,서울특별시종로구종로326,19941021,운영중,46.0,약국,19941021.0,02-766-3366,영업중,종로구
58,37.5724418,127.0106032,녹십자약국,서울특별시 종로구 창신동 687-1,서울특별시종로구창신길17,20060525,운영중,36.0,약국,20060525.0,02-765-2766,영업중,종로구
59,37.5700268,127.0103578,대성약국,서울특별시 종로구 창신동 436-79 동대문상가 가동 내제1층호,서울특별시종로구청계천로291,20070326,운영중,17.1,약국,20070326.0,02-743-5800,영업중,종로구
60,37.5725774,127.0122667,대경약국,서울특별시 종로구 창신동 143-18,서울특별시종로구종로51나길2,20061222,운영중,41.0,약국,20061222.0,02-744-2434,영업중,종로구
61,37.5738368,127.01159,금왕약국,서울특별시 종로구 창신1동 131번지 8호,서울특별시종로구창신5길19,19650112,운영중,28.0,약국,19650112.0,02-763-5493,영업중,종로구
62,37.5707008,126.9927766,연약국,서울특별시 종로구 종로3가 28-2 2층,서울특별시종로구종로137,19821117,운영중,16.5,약국,19821117.0,02-743-0799,영업중,종로구
63,37.57056499999999,126.9990577,동아약국,서울특별시 종로구 종로4가 149-1,서울특별시종로구종로192,20020501,운영중,74.0,약국,20020501.0,02-2285-5702,영업중,종로구
64,37.5690482,126.9831,광교약국,서울특별시 종로구 관철동 287,서울특별시종로구청계천로49,19920319,운영중,16.0,약국,19920319.0,02-734-4690,영업중,종로구
65,37.5843648,126.9976253,소담약국,서울특별시 종로구 명륜동2가 143-9,서울특별시종로구성균관로18,20060417,운영중,11.3,약국,20060417.0,02-765-2126,영업중,종로구
66,37.5740273,127.0154083,이약국,서울특별시 종로구 창신동 243,서울특별시종로구지봉로43,19741222,운영중,25.0,약국,19741222.0,02-763-4197,영업중,종로구
67,37.5803491,126.9687784,세민약국,서울특별시 종로구 누하동 5 -2,서울특별시종로구자하문로7길73,20030826,운영중,18.0,약국,20030826.0,02-739-8851,영업중,종로구
68,37.57067,127.0030535,공생약국,서울특별시 종로구 종로5가 193번지 17호 1층,서울특별시종로구종로228,20081229,운영중,95.2,약국,20081229.0,2273-7826,영업중,종로구
69,37.5706612,127.0072579,제신약국,서울특별시 종로구 종로6가 272번지 4호 동대문종합시장 D동,서울특별시종로구종로266,20090302,운영중,20.46,약국,20090302.0,2279-7388,영업중,종로구
70,37.5705692,126.9904521,미소약국,서울특별시 종로구 종로3가 10번지 낙원빌딩403호,서울특별시종로구종로115,20091007,운영중,34.78,약국,20091007.0,764-6024,영업중,종로구
71,37.6081556,126.9565535,사랑약국,서울특별시 종로구 구기동 110번지 1호 요진오피스텔쉐레이 1층 3호,서울특별시종로구진흥로432,20091109,운영중,34.56,약국,20091109.0,379-5632,영업중,종로구
72,37.6059277,126.9666292,국화약국,서울특별시 종로구 평창동 331번지 쇼핑센타뉴본빌딩 1층,서울특별시종로구평창11길3,20091013,운영중,26.2,약국,20091013.0,395-9105,영업중,종로구
73,37.5753978,126.9572779,마이팜약국,서울특별시 종로구 무악동 68번지,서울특별시종로구통일로16길2,20100128,운영중,132.23,약국,20100128.0,738-3044~5,영업중,종로구
74,37.5705946,126.9991547,인제약국,서울특별시 종로구 종로4가 153번지 1호,서울특별시종로구종로194,20100223,운영중,23.0,약국,20100223.0,2266-4312,영업중,종로구
75,37.5840826,127.000797,튼튼약국,서울특별시 종로구 명륜2가 21번지 9호 1층,서울특별시종로구창경궁로34길18-5,20140311,운영중,38.9,약국,20140311.0,02-762-2323,영업중,종로구
76,37.5698561,126.9851538,종각3층다정약국,서울특별시 종로구 관철동 16번지 5호 3층,서울특별시종로구종로70,20140303,운영중,17.8,약국,20140303.0,02-732-2462,영업중,종로구
77,37.56984750000001,126.9860368,플러스약국,서울특별시 종로구 종로2가 75번지 9호 미려빌딩 1층,서울특별시종로구종로78,20140211,운영중,16.54,약국,20140211.0,02-733-4163,영업중,종로구
78,37.5757217,126.9855621,안국온누리약국,서울특별시 종로구 경운동 89번지 4호 운현궁에스케이허브 101동 203호,서울특별시종로구삼일대로461,20140213,운영중,35.25,약국,20140213.0,02-6283-8008,영업중,종로구
79,37.5736414,127.0038856,임자약국,서울특별시 종로구 효제동 126번지 2호,서울특별시종로구김상옥로55,20140310,운영중,71.13,약국,20140310.0,02-742-1145,영업중,종로구
80,37.5762989,126.9845773,안국3층약국,서울특별시 종로구 안국동 163번지 305호,서울특별시종로구율곡로47,20140922,운영중,25.99,약국,20140922.0,02-735-8242,영업중,종로구
81,37.5880001,127.0003433,혜화약국,서울특별시 종로구 혜화동 109번지 1호,서울특별시종로구혜화로8,20141230,운영중,69.5,약국,20141230.0,02-762-0373,영업중,종로구
82,37.5716991,127.0013177,바로약국,서울특별시 종로구 청진동 70번지 지하137호,서울특별시종로구종로33,20141107,운영중,20.5,약국,20141107.0,02-2158-7900,영업중,종로구
83,37.5757217,126.9855621,남영약국,서울특별시 종로구 경운동 89번지 4호 운현궁SK허브 101동113114호,서울특별시종로구삼일대로461,20150102,운영중,41.34,약국,20150102.0,02-733-4774,영업중,종로구
84,37.5708033,126.9798544,인앤아웃약국,서울특별시 종로구 종로1가 421호,서울특별시종로구종로19,20150209,운영중,34.17,약국,20150209.0,02-2075-7505,영업중,종로구
85,37.5611821,127.0011437,행복약국,서울특별시 중구 묵정동 24번지 19호,서울특별시중구퇴계로50길33,20030820,운영중,26.23,약국,20030820.0,02-2263-4312,영업중,중구
86,37.5593241,126.9789051,서현온누리약국,서울특별시 중구 남창동 9번지 15호,서울특별시중구퇴계로61,20030828,운영중,7.65,약국,20030828.0,02-776-5830,영업중,중구
87,37.56091199999999,126.9838489,명동사랑약국,서울특별시 중구 충무로1가 24번지 31호 1층 102호,서울특별시중구퇴계로109,20031125,운영중,20.12,약국,20031125.0,02-2124-1612,영업중,중구
88,37.555042,126.9695336,센츄럴팜약국,서울특별시 중구 봉래동2가 122번지 11호,서울특별시중구한강대로405,20040527,운영중,66.96,약국,20040527.0,02-393-5505,영업중,중구
89,37.5570572,126.9736211,연세약국,서울특별시 중구 남대문로5가 84번지 11호,서울특별시중구통일로10,20040531,운영중,18.75,약국,20040531.0,02-2259-0488,영업중,중구
90,37.563613,126.9763021,수연약국,서울특별시 중구 태평로2가 340번지 6호 대한일보빌딩 101호,서울특별시중구서소문로138,20040607,운영중,18.37,약국,20040607.0,02-777-1578,영업중,중구
91,37.5637514,127.0202285,소망약국,서울특별시 중구 신당동 145번지 3호,서울특별시중구퇴계로88길42,20040616,운영중,24.7,약국,20040616.0,02-2253-2355,영업중,중구
92,37.5683731,126.9782699,에이스약국,서울특별시 중구 무교동 97번지,서울특별시중구세종대로136,20040812,운영중,58.06,약국,20040812.0,02-779-7697,영업중,중구
93,37.561318,126.9928565,보생당약국,서울특별시 중구 필동1가 40번지 1호 동화빌딩,서울특별시중구퇴계로189,20041214,운영중,33.0,약국,20041214.0,02-2267-8830,영업중,중구
94,37.5634096,126.9837369,유네스코약국,서울특별시 중구 명동2가 50-14 유네스코빌딩402호,서울특별시중구명동길26,20050725,운영중,14.49,약국,20050725.0,02-778-7880,영업중,중구
95,37.568715,126.9795727,하나약국,서울특별시 중구 무교동 1번지 효령빌딩,서울특별시중구무교로32,20050822,운영중,27.9,약국,20050822.0,02-755-5155,영업중,중구
96,37.561627,126.9850537,푸른약국,서울특별시 중구 충무로2가 66번지 13호,서울특별시중구명동8길47,20050912,운영중,15.58,약국,20050912.0,02-775-7428,영업중,중구
97,37.5653547,127.0018713,새금성약국,서울특별시 중구 오장동 139번지 16호,서울특별시중구동호로33길5,20060217,운영중,35.73,약국,20060217.0,02-2266-1038,영업중,중구
98,37.5649963,127.0158543,하늘약국,서울특별시 중구 무학동 11번지 1호,서울특별시중구다산로245,20060417,운영중,41.25,약국,20060417.0,02-2237-3530,영업중,중구
99,37.5612169,126.9853536,명동약국,서울특별시 중구 충무로2가 65번지 9호,서울특별시중구퇴계로123,20060630,운영중,27.52,약국,20060630.0,02-2079-0825,영업중,중구
100,37.5605395,126.9850662,연합약국,서울특별시 중구 남산동1가 1번지 2호,서울특별시중구퇴계로120,20070115,운영중,24.48,약국,20070115.0,02-778-3465,영업중,중구
101,37.5582303,126.9820805,남산우리약국,서울특별시 중구 회현동1가 208번지 남산롯데캐슬 아이리스 상가 102호,서울특별시중구소공로35,20070517,운영중,27.62,약국,20070517.0,02-3789-7582,영업중,중구
102,37.5607108,126.9724753,그린약국,서울특별시 중구 순화동 53번지 아이엔지센터,서울특별시중구세종대로7길37,20070525,운영중,23.0,약국,20070525.0,02-755-7525,영업중,중구
103,37.564848,126.9893363,신우리약국,서울특별시 중구 저동2가 84번지 4호,서울특별시중구마른내로13,20070621,운영중,31.34,약국,20070621.0,02-2267-1570,영업중,중구
104,37.5607773,126.9682129,예솔약국,서울특별시 중구 중림동 355번지 브라운스톤서울 103동 207호,서울특별시중구청파로464,20070705,운영중,23.4,약국,20070705.0,02-365-3652,영업중,중구
105,37.5556478,127.0114037,메디칼하나약국,서울특별시 중구 신당동 369번지 22호,서울특별시중구다산로134,20070711,운영중,37.38,약국,20070711.0,02-2252-2501,영업중,중구
106,37.5603617,126.9958881,필약국,서울특별시 중구  19번지 11호 대평빌딩 103호,서울특별시중구필동로14,20070824,운영중,16.8,약국,20070824.0,02-2268-7552,영업중,중구
107,37.5644871,126.9888657,한마음약국,서울특별시 중구 저동2가 88번지 10호,서울특별시중구마른내로10,20070913,운영중,29.87,약국,20070913.0,02-2271-2861,영업중,중구
108,37.5607238,126.9776002,새삼성약국,서울특별시 중구 남대문로4가 3번지 1호,서울특별시중구남대문로16-1,20080416,운영중,29.7,약국,20080416.0,02-756-3301,영업중,중구
109,37.560981,126.9821321,명동중앙약국,서울특별시 중구 충무로1가 25번지 9호,서울특별시중구명동8나길49,20080425,운영중,34.15,약국,20080425.0,02-777-0505,영업중,중구
110,37.5652721,126.9931033,비타민약국,서울특별시 중구 초동 17번지 1호 2층,서울특별시중구충무로48,20080516,운영중,20.59,약국,20080516.0,02-2279-0720,영업중,중구
111,37.5593241,126.9789051,금오약국,서울특별시 중구 남창동 9번지 15호 금오빌딩 3층,서울특별시중구퇴계로61,20080526,운영중,37.39,약국,20080526.0,02-318-9031,영업중,중구
112,37.56307049999999,126.9822429,명동천사약국,서울특별시 중구 명동2가 87번지 1호 5층,서울특별시중구남대문로68,20080715,운영중,12.3,약국,20080715.0,02-755-1005,영업중,중구
113,37.5669579,127.0004112,방약국,서울특별시 중구 을지로4가 158번지,서울특별시중구을지로33길2,19871201,운영중,28.8,약국,19871201.0,02-2279-6433,영업중,중구
114,37.5606707,126.9737639,새평화약국,서울특별시 중구 남대문로4가 45번지 상공회의소 지1층,서울특별시중구세종대로39,20080806,운영중,19.53,약국,20080806.0,02-6050-0093,영업중,중구
115,37.5623706,127.0041364,새재약국,서울특별시 중구 장충동2가 161번지 15호,서울특별시중구장충단로7길41,19640406,운영중,22.25,약국,19640406.0,02-2272-5953,영업중,중구
116,37.5588919,126.9637444,인원약국,서울특별시 중구 중림동 397번지 20호,서울특별시중구중림로2,19651220,운영중,16.96,약국,19651220.0,02-392-3881,영업중,중구
117,37.5585894,126.9690252,온누리정일약국,서울특별시 중구 중림동 69번지 9호,서울특별시중구청파로437,19660408,운영중,24.84,약국,19660408.0,02-392-2786,영업중,중구
118,37.5617223,127.0170847,동화약국,서울특별시 중구 동화동 282번지 107호,서울특별시중구다산로34길47,20090611,운영중,20.3,약국,20090611.0,02-2234-9666,영업중,중구
119,37.5516917,127.0119867,대화약국,서울특별시 중구 신당동 373번지 115호,서울특별시중구동호로5길22,19700316,운영중,42.9,약국,19700316.0,02-2238-1333,영업중,중구
120,37.5612786,126.9693213,한중약국,서울특별시 중구 서소문동 136번지,서울특별시중구서소문로120,19720624,운영중,21.08,약국,19720624.0,02-752-2326,영업중,중구
121,37.5662216,127.0207101,메디팜신웅약국,서울특별시 중구 황학동 629번지,서울특별시중구퇴계로87길15-8,19750326,운영중,20.13,약국,19750326.0,02-2252-6675,영업중,중구
122,37.5645872,126.9989136,중부사약국,서울특별시 중구 오장동 11-4,서울특별시중구을지로30길58,19751111,운영중,17.61,약국,19751111.0,02-2275-7357,영업중,중구
123,37.5533366,127.0112939,다나약국,서울특별시 중구 신당동 372번지 3호,서울특별시중구동호로171,19760421,운영중,24.37,약국,19760421.0,02-2234-0345,영업중,중구
124,37.5637293,126.9852878,새원약국,서울특별시 중구 명동2가 2번지 3호,서울특별시중구명동길52,19761208,운영중,15.76,약국,19761208.0,02-776-4476,영업중,중구
125,37.55331049999999,127.009042,대풍약국,서울특별시 중구 신당2동 363번지 10호,서울특별시중구동호로11길43,19770523,운영중,35.7,약국,19770523.0,02-2252-3944,영업중,중구
126,37.5630306,126.9732584,한일약국,서울특별시 중구 서소문동 54번지 1호,서울특별시중구서소문로109,19770716,운영중,53.32,약국,19770716.0,02-753-9779,영업중,중구
127,37.5612281,126.9776748,금천약국,서울특별시 중구 북창동 136번지,서울특별시중구남대문로1길2,19780218,운영중,22.14,약국,19780218.0,02-778-7134,영업중,중구
128,37.5612764,126.9923025,대도약국,서울특별시 중구 필동1가 39번지 3호,서울특별시중구퇴계로183,19780407,운영중,18.0,약국,19780407.0,02-2266-9862,영업중,중구
129,37.5694218,127.0132185,한미약국,서울특별시 중구 신당동 217번지 92호 동평화시장 1층 가48호,서울특별시중구청계천로318,19790804,운영중,16.17,약국,19790804.0,02-2238-5929,영업중,중구
130,37.5677014,126.9788451,오약국,서울특별시 중구  45번지 코오롱아케이드,서울특별시중구무교로21,19800126,운영중,18.7,약국,19800126.0,02-779-0310,영업중,중구
131,37.5584646,126.9773572,희구약국,서울특별시 중구 남창동 48번지 10호,서울특별시중구남대문시장4길37,19800604,운영중,38.5,약국,19800604.0,02-752-0229,영업중,중구
132,37.5667974,126.9815345,신라약국,서울특별시 중구 다동 143,서울특별시중구남대문로9길16,19820520,운영중,19.8,약국,19820520.0,02-777-4825,영업중,중구
133,37.5624361,127.0148375,신성약국,서울특별시 중구 신당동 292번지 127호 경북여인숙,서울특별시중구다산로215,19831116,운영중,24.68,약국,19831116.0,02-2273-1390,영업중,중구
134,37.5669376,127.0015264,지하근화사약국,서울특별시 중구 을지로3가 282번지 8호 지하상가3구역 11호,서울특별시중구을지로지하,19831206,운영중,19.52,약국,19831206.0,02-2272-4986,영업중,중구
135,37.5673064,126.9867527,조동약국,서울특별시 중구 장교동 1번지,서울특별시중구삼일대로363,19840703,운영중,25.5,약국,19840703.0,02-755-2662,영업중,중구
136,37.5649007,126.9929747,아세아약국,서울특별시 중구 초동 18번지 12호,서울특별시중구충무로4길2,19841113,운영중,27.72,약국,19841113.0,02-2279-5433,영업중,중구
137,37.5690803,126.9758729,백조약국,서울특별시 중구 태평로1가 75번지,서울특별시중구세종대로21길61,19841220,운영중,15.66,약국,19841220.0,02-738-8808,영업중,중구
138,37.5589283,126.9659465,인우약국,서울특별시 중구 중림동 1154번지,서울특별시중구중림로21,19851107,운영중,45.14,약국,19851107.0,02-392-7291,영업중,중구
139,37.5636675,126.9776064,정원약국,서울특별시 중구 태평로2가 52번지 1호,서울특별시중구세종대로18길10,19851226,운영중,29.9,약국,19851226.0,02-755-5866,영업중,중구
140,37.5652265,127.0195821,장수약국,서울특별시 중구 신당5동 130번지 33호,서울특별시중구퇴계로86길6,19870107,운영중,25.1,약국,19870107.0,02-2252-2929,영업중,중구
141,37.5627334,127.0131064,부일약국,서울특별시 중구 신당동 236번지 503호,서울특별시중구청구로14길45,19870429,운영중,32.88,약국,19870429.0,02-2238-6974,영업중,중구
142,37.5652133,127.0063669,왕란약국,서울특별시 중구 광희동1가 154번지 1호,서울특별시중구을지로44길20,19871120,운영중,16.3,약국,19871120.0,02-2267-1492,영업중,중구
143,37.55992790000001,127.0132577,광진약국,서울특별시 중구 신당동 308번지 1호,서울특별시중구다산로27길6-14,19890610,운영중,38.78,약국,19890610.0,02-2237-5296,영업중,중구
144,37.5607963,126.9988953,동국약국,서울특별시 중구 필동3가 19번지 7호,서울특별시중구서애로1길16,19900106,운영중,29.01,약국,19900106.0,02-2267-6767,영업중,중구
145,37.5669603,127.0062464,동문약국,서울특별시 중구 을지로6가 18번지 60호,서울특별시중구을지로41길14,19900124,운영중,71.42,약국,19900124.0,02-2271-1702,영업중,중구
146,37.5607285,126.9777281,남시약국,서울특별시 중구 남대문로3가 30번지 15호,서울특별시중구남대문로18,19910704,운영중,54.0,약국,19910704.0,02-753-7466,영업중,중구
147,37.563844,126.9931044,영진약국,서울특별시 중구 초동 35번지 3호,서울특별시중구충무로30-2,19921007,운영중,49.22,약국,19921007.0,02-2267-0801,영업중,중구
148,37.560204,126.9770969,평화약국,서울특별시 중구 남대문로4가 18번지 11호,서울특별시중구남대문시장길21,19940511,운영중,24.57,약국,19940511.0,02-755-6059,영업중,중구
149,37.5644985,127.0107332,성인약국,서울특별시 중구 신당동 228번지 3호,서울특별시중구퇴계로352-1,19940727,운영중,19.7,약국,19940727.0,02-2252-7102,영업중,중구
150,37.567854,127.0024888,을지로5가보영약국,서울특별시 중구 방산동 79-1,서울특별시중구동호로376,19981106,운영중,39.6,약국,19981106.0,02-2273-9781,영업중,중구
